date,product,category,region,units_sold,sales,cost,promo_flag
2022-12-07,Conditioner,Beauty,North,13,241.86,144.11,0
2022-12-07,Facewash,Beauty,South,12,152.03,102.92,1
2022-12-07,Conditioner,Beauty,South,14,331.8,197.43,0
2022-12-07,Toothpaste,Beauty,West,12,198.47,121.96,0
2022-12-07,Serum,Beauty,South,8,262.15,199.93,0
2022-12-07,Soap,Personal Care,North,4,129.52,72.92,0
2022-12-07,Lotion,Beauty,South,6,55.57,41.74,0
2022-12-07,Toothpaste,Beauty,South,2,15.46,9.04,0
2022-12-07,Serum,Health,West,3,150.23,111.98,0
2022-12-07,Soap,Beauty,North,12,131.6,74.44,1
2022-12-07,Facewash,Health,South,5,107.76,79.68,0
2022-12-07,Toothpaste,Personal Care,South,11,205.62,129.94,0
2022-12-07,Serum,Personal Care,South,10,487.62,388.87,0
2022-12-07,Serum,Health,South,2,56.94,37.47,0
2022-12-07,Toothpaste,Personal Care,North,7,129.51,86.36,0
2022-12-07,Conditioner,Health,East,5,155.14,110.77,0
2022-12-07,Lotion,Beauty,East,12,170.16,99.93,0
2022-12-07,Conditioner,Personal Care,East,10,107.07,69.21,0
2022-12-07,Serum,Personal Care,East,12,309.46,189.41,1
2022-12-07,Conditioner,Personal Care,West,4,98.14,74.97,1
2022-12-07,Conditioner,Personal Care,North,7,130.46,89.23,0
2022-12-07,Facewash,Beauty,South,2,90.36,58.55,0
2022-12-08,Soap,Beauty,South,8,234.74,132.32,0
2022-12-08,Lotion,Health,East,7,177.9,126.08,0
2022-12-08,Conditioner,Health,East,7,316.93,195.71,0
2022-12-08,Shampoo,Beauty,South,9,74.72,53.01,0
2022-12-08,Lotion,Health,South,9,166.81,110.54,0
2022-12-08,Facewash,Health,North,2,64.4,51.35,0
2022-12-08,Conditioner,Beauty,North,10,130.08,78.62,0
2022-12-08,Soap,Health,East,8,331.72,234.06,0
2022-12-08,Conditioner,Personal Care,West,3,101.4,72.94,0
2022-12-08,Lotion,Beauty,South,2,16.32,12.45,0
2022-12-08,Lotion,Health,West,12,578.34,451.33,0
2022-12-08,Conditioner,Beauty,North,7,51.93,36.33,0
2022-12-08,Toothpaste,Health,West,5,67.53,53.0,0
2022-12-08,Serum,Beauty,East,2,94.06,72.85,0
2022-12-08,Lotion,Personal Care,North,8,326.24,214.56,0
2022-12-08,Shampoo,Beauty,East,12,223.31,158.14,0
2022-12-08,Lotion,Health,East,5,183.13,124.15,0
2022-12-08,Toothpaste,Beauty,East,5,51.58,33.84,0
2022-12-08,Toothpaste,Health,South,11,426.5,314.41,0
2022-12-08,Facewash,Beauty,North,5,140.89,84.03,0
2022-12-08,Conditioner,Health,West,12,227.53,149.12,0
2022-12-08,Soap,Health,East,2,79.33,55.6,0
2022-12-08,Conditioner,Beauty,East,3,35.37,19.6,0
2022-12-08,Lotion,Personal Care,South,13,86.4,58.27,1
2022-12-08,Lotion,Personal Care,East,6,108.24,63.21,0
2022-12-08,Toothpaste,Health,West,14,272.99,199.49,1
2022-12-08,Serum,Beauty,West,5,35.49,23.88,0
2022-12-08,Toothpaste,Beauty,East,14,608.03,342.02,1
2022-12-08,Soap,Personal Care,East,8,300.17,235.09,0
2022-12-08,Serum,Beauty,North,2,95.23,54.24,0
2022-12-08,Serum,Health,West,4,57.45,35.61,0
2022-12-08,Serum,Health,South,12,218.81,145.95,0
2022-12-08,Facewash,Personal Care,North,3,86.99,57.27,1
2022-12-08,Soap,Personal Care,East,9,59.2,39.3,0
2022-12-08,Serum,Beauty,North,13,400.05,267.02,0
2022-12-08,Lotion,Personal Care,South,10,303.3,181.09,0
2022-12-08,Conditioner,Personal Care,North,5,234.57,139.95,0
2022-12-08,Soap,Beauty,West,10,509.5,361.59,0
2022-12-08,Shampoo,Health,North,8,344.08,210.03,1
2022-12-09,Shampoo,Personal Care,East,12,99.29,75.04,0
2022-12-09,Soap,Beauty,North,3,70.94,43.8,0
2022-12-09,Shampoo,Personal Care,North,11,286.56,160.58,0
2022-12-09,Conditioner,Health,North,2,32.28,25.62,0
2022-12-09,Lotion,Health,North,2,14.64,9.45,0
2022-12-09,Shampoo,Health,East,7,154.46,93.01,0
2022-12-09,Shampoo,Beauty,North,7,151.67,104.37,0
2022-12-09,Shampoo,Beauty,South,4,147.53,114.11,0
2022-12-09,Soap,Personal Care,West,2,26.31,15.33,0
2022-12-09,Lotion,Personal Care,North,3,123.1,68.59,0
2022-12-09,Conditioner,Beauty,North,9,105.18,75.49,1
2022-12-09,Shampoo,Beauty,West,1,14.57,10.34,0
2022-12-09,Serum,Health,East,10,414.27,254.26,0
2022-12-09,Lotion,Beauty,South,10,253.07,186.32,0
2022-12-09,Serum,Personal Care,East,6,118.28,70.98,0
2022-12-09,Lotion,Beauty,North,10,139.46,82.48,0
2022-12-09,Lotion,Health,West,6,63.55,41.57,0
2022-12-09,Soap,Health,North,3,27.78,20.25,0
2022-12-09,Facewash,Beauty,South,9,140.12,105.47,0
2022-12-09,Soap,Personal Care,West,1,46.84,34.89,0
2022-12-09,Shampoo,Beauty,West,10,130.14,89.43,0
2022-12-09,Shampoo,Personal Care,West,8,265.74,166.92,0
2022-12-10,Facewash,Beauty,South,4,107.14,60.02,1
2022-12-10,Lotion,Personal Care,South,13,566.23,446.23,0
2022-12-10,Shampoo,Health,South,1,32.94,23.05,0
2022-12-10,Soap,Health,North,12,444.3,263.8,0
2022-12-10,Soap,Beauty,North,13,451.89,287.49,0
2022-12-10,Serum,Beauty,West,9,77.04,55.61,0
2022-12-10,Facewash,Personal Care,East,8,350.68,244.45,0
2022-12-10,Toothpaste,Beauty,North,12,264.58,161.16,0
2022-12-10,Serum,Personal Care,North,8,387.56,230.67,0
2022-12-10,Soap,Personal Care,South,6,46.84,25.79,0
2022-12-10,Facewash,Beauty,East,1,22.51,15.28,0
2022-12-10,Serum,Beauty,East,1,27.42,15.68,0
2022-12-10,Conditioner,Personal Care,North,12,392.75,271.43,0
2022-12-10,Facewash,Beauty,West,3,35.78,27.47,0
2022-12-10,Toothpaste,Beauty,East,13,376.42,277.54,1
2022-12-10,Serum,Beauty,West,6,263.9,177.92,0
2022-12-10,Soap,Personal Care,North,7,321.93,236.68,0
2022-12-10,Conditioner,Personal Care,West,9,458.68,269.1,0
2022-12-10,Conditioner,Health,East,4,142.41,103.04,0
2022-12-10,Facewash,Personal Care,West,7,115.88,77.7,0
2022-12-10,Facewash,Personal Care,East,11,421.36,319.81,1
2022-12-10,Toothpaste,Health,South,12,224.41,157.55,0
2022-12-10,Shampoo,Personal Care,West,7,224.71,140.65,0
2022-12-10,Toothpaste,Health,North,14,634.23,485.81,0
2022-12-10,Shampoo,Health,South,2,31.18,18.07,1
2022-12-10,Serum,Personal Care,North,14,379.41,221.66,0
2022-12-10,Shampoo,Beauty,North,5,161.65,126.28,0
2022-12-10,Shampoo,Beauty,West,13,501.05,381.04,1
2022-12-10,Conditioner,Beauty,East,8,356.82,247.79,0
2022-12-10,Shampoo,Beauty,West,9,313.14,183.93,0
2022-12-10,Facewash,Personal Care,West,1,20.47,13.51,0
2022-12-10,Soap,Personal Care,East,13,671.65,536.33,0
2022-12-10,Toothpaste,Health,North,11,523.01,375.69,0
2022-12-10,Toothpaste,Personal Care,West,14,144.77,113.94,0
2022-12-10,Facewash,Beauty,East,13,329.87,226.22,0
2022-12-10,Shampoo,Health,West,8,191.48,127.43,0
2022-12-10,Shampoo,Beauty,East,11,222.32,140.11,0
2022-12-10,Soap,Beauty,West,10,376.24,260.38,1
2022-12-10,Serum,Personal Care,South,9,229.15,136.69,0
2022-12-10,Shampoo,Health,East,11,380.65,290.6,0
2022-12-10,Conditioner,Beauty,North,9,263.49,158.32,0
2022-12-10,Conditioner,Health,East,5,246.87,185.1,0
2022-12-10,Lotion,Personal Care,East,11,317.15,205.15,0
2022-12-10,Soap,Health,South,14,645.33,446.48,0
2022-12-10,Serum,Personal Care,West,2,75.1,53.38,0
2022-12-10,Soap,Personal Care,North,10,184.43,138.73,0
2022-12-10,Conditioner,Beauty,East,3,126.42,70.09,0
2022-12-10,Lotion,Personal Care,North,8,140.82,82.62,0
2022-12-10,Conditioner,Health,North,2,64.31,39.4,0
2022-12-10,Facewash,Health,North,12,309.65,171.59,0
2022-12-10,Toothpaste,Health,West,9,337.26,229.01,1
2022-12-10,Facewash,Health,East,12,590.18,465.34,0
2022-12-10,Facewash,Health,South,13,413.73,278.64,0
2022-12-11,Serum,Personal Care,East,2,36.14,26.53,0
2022-12-11,Serum,Beauty,South,2,17.76,11.25,0
2022-12-11,Shampoo,Health,West,9,126.36,88.27,0
2022-12-11,Facewash,Personal Care,East,4,166.28,94.89,0
2022-12-11,Lotion,Beauty,North,14,608.86,367.74,0
2022-12-11,Serum,Beauty,West,10,159.48,103.48,0
2022-12-11,Soap,Personal Care,South,12,319.24,219.12,0
2022-12-11,Serum,Beauty,West,9,212.18,121.91,0
2022-12-11,Conditioner,Beauty,North,12,422.58,303.75,0
2022-12-11,Shampoo,Health,West,3,74.23,59.33,0
2022-12-11,Facewash,Beauty,South,13,409.89,320.1,0
2022-12-11,Conditioner,Beauty,North,11,170.1,106.8,1
2022-12-11,Serum,Beauty,West,7,321.38,238.88,0
2022-12-11,Serum,Health,West,4,171.8,110.09,0
2022-12-11,Conditioner,Health,North,11,72.57,49.06,0
2022-12-11,Conditioner,Beauty,East,1,32.34,24.79,0
2022-12-11,Toothpaste,Beauty,North,4,206.2,114.23,0
2022-12-11,Facewash,Beauty,North,10,494.79,337.44,1
2022-12-11,Conditioner,Personal Care,West,10,369.14,253.23,0
2022-12-11,Conditioner,Beauty,East,11,225.08,152.1,0
2022-12-11,Shampoo,Health,South,2,79.55,44.11,0
2022-12-11,Conditioner,Personal Care,East,7,217.07,165.25,0
2022-12-11,Conditioner,Health,South,9,212.68,118.13,1
2022-12-12,Serum,Personal Care,East,9,237.15,134.96,0
2022-12-12,Soap,Health,North,11,443.22,282.0,0
2022-12-12,Serum,Health,South,10,388.99,299.55,0
2022-12-12,Lotion,Health,West,4,80.97,52.18,1
2022-12-12,Lotion,Health,South,12,171.6,104.65,0
2022-12-12,Shampoo,Beauty,South,9,225.73,135.63,0
2022-12-12,Serum,Personal Care,East,11,124.7,83.95,0
2022-12-12,Conditioner,Health,East,12,215.49,160.62,0
2022-12-12,Serum,Health,North,11,166.84,103.54,0
2022-12-12,Serum,Personal Care,South,7,122.45,71.91,0
2022-12-12,Conditioner,Health,East,11,293.64,177.44,0
2022-12-12,Facewash,Health,East,3,119.43,68.93,1
2022-12-12,Facewash,Health,East,8,207.91,125.53,0
2022-12-12,Shampoo,Health,West,10,376.81,207.46,0
2022-12-12,Facewash,Beauty,East,10,176.55,122.09,1
2022-12-12,Serum,Personal Care,South,2,21.85,16.11,0
2022-12-12,Serum,Beauty,West,11,180.94,103.19,0
2022-12-12,Conditioner,Beauty,East,11,153.13,117.68,0
2022-12-12,Serum,Beauty,East,8,358.97,240.98,0
2022-12-12,Lotion,Personal Care,East,12,604.6,430.1,0
2022-12-13,Toothpaste,Health,East,9,381.13,266.99,0
2022-12-13,Conditioner,Personal Care,West,2,90.11,56.13,0
2022-12-13,Conditioner,Health,West,8,222.51,171.5,0
2022-12-13,Toothpaste,Personal Care,East,1,18.37,12.34,0
2022-12-13,Lotion,Health,West,13,313.15,209.28,1
2022-12-13,Soap,Health,South,11,277.2,182.72,0
2022-12-13,Soap,Health,South,12,521.82,343.96,0
2022-12-13,Facewash,Beauty,East,13,433.92,256.3,0
2022-12-13,Shampoo,Beauty,North,2,66.54,42.97,0
2022-12-13,Lotion,Health,West,8,85.5,66.38,0
2022-12-13,Shampoo,Personal Care,West,1,17.62,11.73,0
2022-12-13,Conditioner,Beauty,South,4,159.79,109.71,0
2022-12-13,Conditioner,Beauty,East,10,166.32,127.41,0
2022-12-13,Conditioner,Health,East,1,13.12,10.04,0
2022-12-13,Soap,Beauty,North,10,198.27,139.0,0
2022-12-13,Conditioner,Health,East,6,67.74,38.93,0
2022-12-13,Serum,Health,East,2,96.3,73.94,0
2022-12-13,Serum,Personal Care,North,12,445.88,301.23,1
2022-12-13,Shampoo,Personal Care,North,11,348.49,214.2,0
2022-12-13,Serum,Personal Care,East,6,82.71,53.96,0
2022-12-13,Toothpaste,Health,North,8,398.36,228.82,0
2022-12-13,Shampoo,Personal Care,East,7,273.53,179.74,0
2022-12-14,Lotion,Personal Care,East,9,160.84,96.73,0
2022-12-14,Serum,Health,West,14,161.63,124.27,0
2022-12-14,Soap,Health,East,11,500.05,311.33,0
2022-12-14,Toothpaste,Personal Care,South,12,124.87,98.64,0
2022-12-14,Lotion,Beauty,West,12,166.86,128.59,0
2022-12-14,Toothpaste,Personal Care,East,3,125.36,99.12,1
2022-12-14,Lotion,Health,South,14,127.86,96.68,1
2022-12-14,Soap,Beauty,East,2,96.98,60.9,0
2022-12-14,Toothpaste,Health,South,8,309.15,198.34,0
2022-12-14,Conditioner,Personal Care,North,10,277.03,187.52,0
2022-12-14,Serum,Beauty,West,10,94.27,68.55,0
2022-12-14,Lotion,Beauty,South,12,517.77,298.52,0
2022-12-14,Soap,Personal Care,South,3,106.52,58.64,0
2022-12-14,Serum,Beauty,West,12,534.14,376.88,0
2022-12-14,Conditioner,Beauty,South,3,32.36,18.06,0
2022-12-14,Conditioner,Personal Care,North,2,73.75,43.5,0
2022-12-14,Soap,Beauty,North,6,169.13,110.19,0
2022-12-14,Soap,Personal Care,South,5,159.95,92.77,0
2022-12-14,Toothpaste,Beauty,West,1,9.14,7.15,1
2022-12-14,Toothpaste,Health,West,3,35.46,23.62,0
2022-12-14,Facewash,Health,South,1,16.09,9.39,0
2022-12-14,Soap,Health,West,6,265.77,150.22,0
2022-12-14,Soap,Personal Care,West,9,87.93,54.0,1
2022-12-14,Conditioner,Health,South,8,111.14,80.41,0
2022-12-14,Lotion,Health,South,1,19.39,11.59,0
2022-12-14,Serum,Health,South,3,67.85,42.04,0
2022-12-14,Facewash,Health,East,13,129.78,86.33,0
2022-12-14,Soap,Health,North,13,392.12,295.59,0
2022-12-14,Conditioner,Personal Care,West,14,192.88,139.84,0
2022-12-14,Soap,Beauty,West,6,48.97,33.47,0
2022-12-14,Toothpaste,Beauty,East,7,248.25,186.08,0
2022-12-14,Shampoo,Beauty,South,2,93.7,61.0,0
2022-12-14,Shampoo,Personal Care,North,12,369.18,287.01,0
2022-12-14,Serum,Personal Care,East,8,96.12,63.43,0
2022-12-14,Toothpaste,Personal Care,South,14,416.27,299.51,0
2022-12-14,Toothpaste,Health,South,1,25.71,20.48,0
2022-12-14,Toothpaste,Personal Care,East,8,87.74,67.63,0
2022-12-14,Serum,Personal Care,South,9,443.2,321.02,0
2022-12-14,Shampoo,Health,North,12,178.04,103.09,0
2022-12-14,Facewash,Beauty,East,14,275.15,194.73,0
2022-12-14,Soap,Health,North,4,166.83,129.39,0
2022-12-14,Toothpaste,Personal Care,North,12,181.88,130.26,0
2022-12-14,Soap,Health,North,14,227.56,174.28,0
2022-12-14,Conditioner,Beauty,South,2,14.97,9.98,0
2022-12-14,Lotion,Personal Care,West,4,129.64,71.41,0
2022-12-14,Serum,Beauty,North,1,44.93,28.42,0
2022-12-14,Lotion,Beauty,East,4,187.76,137.64,0
2022-12-14,Shampoo,Beauty,East,4,80.01,46.06,0
2022-12-14,Conditioner,Beauty,North,10,383.89,235.68,0
2022-12-14,Shampoo,Health,East,13,301.47,215.62,1
2022-12-14,Serum,Health,East,12,349.8,227.62,0
2022-12-14,Shampoo,Health,South,1,36.63,20.23,0
2022-12-14,Soap,Beauty,North,7,150.18,94.43,0
2022-12-15,Lotion,Personal Care,East,9,73.08,55.28,0
2022-12-15,Lotion,Beauty,East,9,136.43,91.24,0
2022-12-15,Lotion,Beauty,West,4,159.24,119.61,0
2022-12-15,Conditioner,Beauty,East,10,390.35,304.21,0
2022-12-15,Serum,Health,West,5,93.53,70.09,0
2022-12-15,Facewash,Beauty,East,10,181.97,115.9,0
2022-12-15,Conditioner,Personal Care,East,7,331.98,224.76,0
2022-12-15,Conditioner,Beauty,West,11,97.84,54.23,0
2022-12-15,Soap,Health,East,4,62.52,45.77,0
2022-12-15,Shampoo,Health,East,8,75.54,46.59,1
2022-12-15,Soap,Beauty,East,10,412.19,308.72,0
2022-12-15,Toothpaste,Health,North,10,515.77,310.33,0
2022-12-15,Facewash,Health,West,8,260.72,193.93,1
2022-12-15,Shampoo,Personal Care,North,7,85.48,55.51,0
2022-12-15,Lotion,Personal Care,East,11,317.92,248.03,0
2022-12-15,Serum,Health,South,5,122.82,87.26,1
2022-12-15,Serum,Beauty,North,11,238.58,134.59,0
2022-12-15,Lotion,Personal Care,South,4,80.78,62.37,0
2022-12-15,Conditioner,Beauty,West,1,23.92,18.5,0
2022-12-15,Toothpaste,Health,East,6,181.66,122.26,0
2022-12-15,Toothpaste,Beauty,West,6,72.97,51.9,0
2022-12-15,Shampoo,Health,North,5,57.42,40.21,0
2022-12-15,Lotion,Personal Care,North,5,88.22,50.35,0
2022-12-15,Toothpaste,Beauty,North,9,409.95,280.54,0
2022-12-15,Serum,Personal Care,West,14,506.53,369.99,0
2022-12-15,Toothpaste,Personal Care,South,11,491.17,324.31,0
2022-12-15,Lotion,Beauty,North,1,30.97,23.21,0
2022-12-15,Lotion,Health,North,1,51.64,31.54,0
2022-12-15,Toothpaste,Health,West,4,95.17,66.9,0
2022-12-15,Lotion,Health,East,8,184.39,107.35,1
2022-12-15,Toothpaste,Beauty,East,11,199.16,151.03,0
2022-12-15,Facewash,Health,West,9,237.59,170.05,0
2022-12-15,Shampoo,Health,East,8,227.29,133.9,0
2022-12-15,Serum,Beauty,North,2,20.02,13.86,0
2022-12-15,Serum,Health,North,6,286.25,176.72,0
2022-12-15,Conditioner,Beauty,South,1,6.87,4.02,0
2022-12-15,Lotion,Personal Care,North,12,449.95,288.66,0
2022-12-15,Serum,Beauty,East,4,79.32,56.21,0
2022-12-15,Lotion,Personal Care,North,13,270.32,173.1,0
2022-12-15,Shampoo,Health,North,8,116.88,72.0,0
2022-12-15,Conditioner,Health,East,3,80.84,60.06,0
2022-12-15,Lotion,Health,East,10,450.39,260.72,0
2022-12-15,Toothpaste,Health,South,2,16.54,11.45,0
2022-12-15,Soap,Health,West,3,84.05,46.41,0
2022-12-15,Serum,Health,West,12,458.94,301.97,0
2022-12-15,Toothpaste,Beauty,South,1,40.58,29.62,0
2022-12-15,Serum,Beauty,North,13,529.58,371.99,1
2022-12-15,Conditioner,Health,West,3,80.02,51.41,1
2022-12-16,Shampoo,Personal Care,East,7,212.29,136.73,1
2022-12-16,Shampoo,Health,North,9,212.86,165.53,0
2022-12-16,Shampoo,Beauty,West,9,135.57,101.94,0
2022-12-16,Shampoo,Beauty,North,9,202.73,129.83,0
2022-12-16,Toothpaste,Health,West,5,58.88,36.98,0
2022-12-16,Soap,Personal Care,West,1,31.27,23.46,1
2022-12-16,Soap,Beauty,North,6,193.16,108.58,0
2022-12-16,Lotion,Beauty,South,7,359.06,278.33,0
2022-12-16,Facewash,Beauty,East,14,381.59,227.41,0
2022-12-16,Lotion,Beauty,North,12,567.51,374.76,0
2022-12-16,Shampoo,Health,South,11,419.63,297.93,0
2022-12-16,Conditioner,Beauty,East,2,82.39,55.11,0
2022-12-16,Toothpaste,Beauty,North,8,248.08,195.09,0
2022-12-16,Serum,Personal Care,South,13,587.37,345.8,0
2022-12-16,Toothpaste,Health,West,1,8.02,6.03,0
2022-12-16,Lotion,Health,North,2,27.77,15.58,0
2022-12-16,Facewash,Beauty,South,2,60.81,46.24,0
2022-12-16,Soap,Personal Care,South,8,125.3,78.54,0
2022-12-16,Facewash,Health,North,14,390.44,234.09,0
2022-12-16,Serum,Personal Care,North,4,129.65,96.6,0
2022-12-16,Conditioner,Beauty,East,13,629.42,435.02,1
2022-12-16,Toothpaste,Health,South,6,142.88,84.8,0
2022-12-16,Shampoo,Health,East,12,291.64,221.35,0
2022-12-16,Serum,Beauty,East,13,175.44,127.01,0
2022-12-17,Conditioner,Beauty,South,9,386.62,218.23,0
2022-12-17,Soap,Beauty,West,12,490.56,320.96,0
2022-12-17,Toothpaste,Personal Care,North,2,100.2,76.74,1
2022-12-17,Shampoo,Beauty,South,12,106.54,75.38,0
2022-12-17,Lotion,Beauty,South,7,99.99,69.81,0
2022-12-17,Shampoo,Beauty,South,1,39.11,25.35,0
2022-12-17,Toothpaste,Personal Care,North,12,534.3,365.23,0
2022-12-17,Facewash,Health,South,7,50.03,33.8,1
2022-12-17,Conditioner,Personal Care,East,3,38.98,30.39,1
2022-12-17,Conditioner,Health,North,1,42.12,33.21,1
2022-12-17,Soap,Health,South,5,146.71,93.12,0
2022-12-17,Lotion,Health,East,11,137.94,76.34,0
2022-12-17,Serum,Health,East,9,422.19,274.25,0
2022-12-17,Facewash,Health,East,12,312.55,215.31,0
2022-12-17,Conditioner,Personal Care,South,5,162.4,98.88,0
2022-12-17,Serum,Personal Care,East,9,362.77,199.8,0
2022-12-17,Serum,Personal Care,North,7,206.84,153.58,0
2022-12-17,Facewash,Health,South,10,170.37,108.87,1
2022-12-17,Soap,Health,South,11,484.95,355.85,0
2022-12-17,Lotion,Beauty,East,10,134.67,81.62,0
2022-12-17,Shampoo,Personal Care,North,14,278.51,154.41,1
2022-12-17,Toothpaste,Personal Care,South,6,263.47,180.94,0
2022-12-17,Toothpaste,Personal Care,West,2,57.83,34.15,0
2022-12-17,Serum,Beauty,North,13,162.23,108.18,0
2022-12-17,Soap,Beauty,West,8,276.64,199.93,0
2022-12-17,Facewash,Health,South,8,194.55,122.45,0
2022-12-17,Lotion,Beauty,East,4,48.12,26.85,0
2022-12-17,Shampoo,Personal Care,North,10,150.27,104.82,0
2022-12-17,Soap,Health,South,13,605.05,333.02,0
2022-12-17,Conditioner,Personal Care,South,11,100.48,66.78,1
2022-12-17,Conditioner,Personal Care,East,9,333.17,250.83,0
2022-12-17,Soap,Personal Care,South,3,33.98,21.25,0
2022-12-17,Lotion,Health,West,13,642.23,385.18,0
2022-12-17,Toothpaste,Personal Care,South,4,84.61,61.19,0
2022-12-17,Toothpaste,Beauty,South,5,186.47,109.97,0
2022-12-17,Lotion,Personal Care,West,7,122.69,69.23,1
2022-12-17,Facewash,Personal Care,North,3,127.12,93.81,0
2022-12-17,Facewash,Beauty,North,1,31.57,21.19,0
2022-12-17,Soap,Health,East,2,55.34,41.28,0
2022-12-17,Serum,Beauty,West,6,151.56,109.07,0
2022-12-17,Lotion,Health,North,11,304.49,223.94,0
2022-12-17,Serum,Personal Care,East,5,244.63,181.57,0
2022-12-17,Lotion,Personal Care,West,5,150.32,94.23,0
2022-12-17,Soap,Health,West,2,70.01,43.56,0
2022-12-17,Toothpaste,Beauty,East,13,371.32,243.02,1
2022-12-18,Serum,Personal Care,East,11,246.32,152.06,1
2022-12-18,Soap,Personal Care,East,13,452.11,335.5,0
2022-12-18,Soap,Beauty,West,13,158.39,100.94,0
2022-12-18,Toothpaste,Health,South,10,431.02,275.46,0
2022-12-18,Lotion,Health,East,8,217.22,128.71,0
2022-12-18,Shampoo,Personal Care,North,3,129.49,99.79,0
2022-12-18,Conditioner,Health,East,12,553.01,365.67,0
2022-12-18,Serum,Personal Care,West,3,30.05,19.48,0
2022-12-18,Lotion,Beauty,South,4,174.37,106.28,0
2022-12-18,Conditioner,Beauty,South,2,58.53,36.14,1
2022-12-18,Soap,Health,West,12,435.99,323.12,0
2022-12-18,Toothpaste,Health,East,7,59.74,35.01,0
2022-12-18,Serum,Beauty,East,7,204.94,134.32,0
2022-12-18,Serum,Personal Care,North,14,416.44,230.73,0
2022-12-18,Toothpaste,Beauty,South,3,109.99,70.6,1
2022-12-18,Serum,Beauty,East,7,253.55,157.25,0
2022-12-18,Shampoo,Health,East,4,86.91,59.87,0
2022-12-18,Toothpaste,Health,North,2,82.41,50.8,0
2022-12-18,Soap,Beauty,West,2,16.03,11.45,0
2022-12-18,Conditioner,Personal Care,East,14,508.22,347.32,1
2022-12-18,Toothpaste,Beauty,West,4,119.21,75.59,0
2022-12-18,Soap,Beauty,North,10,252.8,198.08,0
2022-12-18,Soap,Beauty,North,5,184.87,129.86,0
2022-12-18,Facewash,Personal Care,West,1,46.37,30.35,0
2022-12-18,Facewash,Personal Care,East,13,126.56,93.58,0
2022-12-18,Soap,Personal Care,East,3,120.57,78.9,1
2022-12-18,Soap,Personal Care,South,11,409.18,260.18,0
2022-12-18,Lotion,Personal Care,West,13,424.57,281.63,0
2022-12-18,Toothpaste,Beauty,North,14,308.31,177.7,0
2022-12-18,Conditioner,Personal Care,West,7,94.71,59.12,1
2022-12-18,Facewash,Personal Care,East,9,208.6,123.52,0
2022-12-18,Soap,Health,South,6,57.09,43.1,0
2022-12-18,Lotion,Beauty,East,5,168.42,99.26,0
2022-12-18,Serum,Beauty,West,6,274.65,193.18,0
2022-12-18,Shampoo,Health,South,14,279.6,217.35,0
2022-12-18,Lotion,Personal Care,West,6,145.12,109.67,0
2022-12-18,Toothpaste,Beauty,West,9,246.56,156.55,0
2022-12-18,Shampoo,Health,West,8,211.05,158.22,1
2022-12-18,Conditioner,Beauty,East,3,45.36,25.26,0
2022-12-18,Shampoo,Health,North,9,364.5,206.11,0
2022-12-18,Shampoo,Personal Care,North,7,254.9,199.01,0
2022-12-18,Toothpaste,Personal Care,East,12,207.48,150.67,1
2022-12-18,Soap,Personal Care,West,12,495.96,331.88,0
2022-12-18,Conditioner,Personal Care,West,7,126.99,72.38,0
2022-12-18,Facewash,Health,East,9,102.75,59.52,0
2022-12-18,Toothpaste,Health,East,6,221.47,165.12,1
2022-12-18,Shampoo,Personal Care,West,14,617.28,430.63,0
2022-12-18,Facewash,Personal Care,West,4,135.16,84.92,1
2022-12-18,Serum,Health,East,2,20.77,11.93,0
2022-12-18,Serum,Beauty,South,3,145.06,104.85,0
2022-12-18,Lotion,Personal Care,South,11,432.38,289.89,0
2022-12-18,Shampoo,Beauty,East,9,343.03,249.82,0
2022-12-18,Conditioner,Health,East,6,281.16,170.51,0
2022-12-18,Lotion,Health,East,12,443.44,286.79,0
2022-12-19,Soap,Health,South,5,118.25,80.63,0
2022-12-19,Toothpaste,Health,East,13,330.73,249.21,0
2022-12-19,Toothpaste,Beauty,East,9,284.07,199.43,0
2022-12-19,Soap,Health,West,1,16.04,11.24,1
2022-12-19,Shampoo,Beauty,South,5,238.07,170.91,1
2022-12-19,Lotion,Beauty,East,4,53.81,31.27,0
2022-12-19,Shampoo,Beauty,East,9,233.84,168.94,0
2022-12-19,Shampoo,Beauty,East,8,295.15,228.04,0
2022-12-19,Shampoo,Beauty,South,14,127.26,75.31,0
2022-12-19,Serum,Beauty,West,2,83.25,50.86,0
2022-12-19,Lotion,Personal Care,East,8,293.9,205.61,0
2022-12-19,Conditioner,Health,South,14,248.35,149.84,0
2022-12-19,Toothpaste,Health,South,11,299.66,203.37,1
2022-12-19,Facewash,Personal Care,East,12,579.02,394.95,0
2022-12-19,Toothpaste,Personal Care,East,1,18.34,14.48,0
2022-12-19,Serum,Personal Care,East,9,177.97,106.73,0
2022-12-19,Serum,Health,West,9,205.93,120.28,1
2022-12-19,Conditioner,Beauty,East,5,85.44,47.29,0
2022-12-19,Toothpaste,Personal Care,South,14,608.88,453.22,0
2022-12-19,Facewash,Personal Care,North,3,97.97,66.66,1
2022-12-19,Conditioner,Health,South,8,75.47,44.73,1
2022-12-19,Toothpaste,Beauty,East,13,662.08,374.31,0
2022-12-19,Toothpaste,Personal Care,West,13,341.68,195.1,0
2022-12-19,Soap,Beauty,South,1,38.0,22.44,1
2022-12-19,Shampoo,Health,South,12,521.77,315.42,0
2022-12-19,Shampoo,Beauty,East,13,409.12,252.7,1
2022-12-19,Lotion,Health,North,5,45.01,31.99,0
